trace_num,human_majority,human_agreement,human_P1,human_P2,human_P3,human_P4,human_P5,human_P6,GPT (P1),GPT (P2),Llama (P1),Llama (P2),gpt_majority,llama_majority,all_llm_majority
452,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
453,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
454,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
455,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
456,RETRY,0.67,RETRY,REPLAN,REPLAN,RETRY,RETRY,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
457,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
458,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
459,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
460,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE
461,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
462,TOOL_FIX,0.67,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
463,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE
464,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
465,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
466,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRIEVE_MORE,TOOL_FIX,RETRY,TOOL_FIX
467,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
468,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
469,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
470,RETRIEVE_MORE,0.67,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
471,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
472,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRY,TOOL_FIX,RETRY,RETRY
473,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
474,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
475,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
476,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
477,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRIEVE_MORE,TOOL_FIX,RETRY,TOOL_FIX
478,REPLAN,0.50,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,TOOL_FIX,REPLAN,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
479,REPLAN,0.50,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
480,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
481,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
482,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
483,TOOL_FIX,0.67,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
484,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX
485,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
486,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
487,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRY,TOOL_FIX,RETRY,TOOL_FIX
488,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
489,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRY,TOOL_FIX,RETRY,RETRY
490,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
491,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
492,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
493,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRY,RETRIEVE_MORE,TOOL_FIX,RETRY,TOOL_FIX
494,TOOL_FIX,0.83,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
495,REPLAN,0.50,REPLAN,TOOL_FIX,TOOL_FIX,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
496,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
497,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
498,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX,TOOL_FIX,RETRY,TOOL_FIX
499,RETRIEVE_MORE,0.67,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
500,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
501,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
502,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE
503,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
504,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
505,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
506,REPLAN,0.50,REPLAN,REPLAN,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
507,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
508,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
509,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,REPLAN,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
510,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
511,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
512,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
513,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
514,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX
515,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX
516,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
517,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
518,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
519,RETRY,0.50,RETRY,RETRY,REPLAN,REPLAN,RETRY,REPLAN,RETRY,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRY
520,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
521,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
522,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
523,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
524,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
525,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
526,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
527,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
528,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
529,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,REPLAN,RETRY,RETRIEVE_MORE
530,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
531,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
532,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
533,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
534,RETRIEVE_MORE,0.83,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
535,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
536,TOOL_FIX,1.00,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
537,RETRY,1.00,RETRY,RETRY,RETRY,RETRY,RETRY,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
538,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRY,REPLAN,REPLAN
539,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
540,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
541,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
542,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
543,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
544,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
545,RETRY,0.50,RETRY,RETRY,REPLAN,RETRY,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE,ESCALATE
546,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
547,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
